water_level		
579		
576		
572		
577		
576		
576		
579		
578		
577		
577		
576		
579		
577		
574		
577		
578		
577		
574		
576		
580		
576		
576		
579		
577		
577		
576		
577		
579		
578		
577		
576		
580		
579		
578		
579		
578		
578		
578		
577		
578		
577		
577		
579		
578		
577		
578		
579		
577		
577		
577		
579		
578		
577		
577		
579		
576		
576		
578		
577		
576		
576		
578		
574		
577		
577		
578		
576		
578		
576		
578		
578		
576		
577		
578		
576		
577		
577		
577		
577		
576		
577		
578		
577		
576		
579		
579		
577		
580		
577		
579		
577		
577		
579		
577		
574		
578		
579		
577		
577		
579		
578		
578		
578		
577		
578		
577		
576		
579		
578		
574		
576		
578		
576		
576		
577		
578		
577		
574		
577		
579		
579		
577		
577		
578		
578		
577		
576		
578		
577		
577		
578		
578		
577		
577		
582		
578		
578		
580		
577		
580		
577		
576		
582		
578		
579		
579		
580		
580		
577		
579		
579		
577		
578		
562		
562		
578		
578		
580		
577		
577		
577		
579		
580		
579		
578		
581		
578		
576		
580		
579		
577		
580		
577		
578		
578		
576		
578		
577		
576		
576		
579		
577		
578		
576		
577		
577		
572		
577		
576		
577		
573		
577		
579		
577		
576		
578		
577		
576		
579		
577		
577		
577		
574		
578		
578		
576		
577		
580		
577		
576		
576		
578		
576		
576		
579		
579		
577		
576		
576		
577		
576		
576		
578		
577		
577		
574		
577		
577		
577		
576		
580		
578		
574		
577		
577		
577		
576		
577		
578		
577		
577		
576		
577		
577		
576		
577		
580		
577		
576		
576		
578		
577		
577		
576		
577		
579		
579		
579		
577		
577		
576		
579		
578		
574		
578		
580		
578		
578		
577		
577		
577		
577		
579		
577		
578		
576		
576		
577		
577		
576		
579		
576		
574		
577		
578		
577		
572		
